Domain,base_host,CSE_Score,CSE_Match,Lexical_Score,CSE_Similarity,risk_bucket,reason
oportunicarsevilla.com,oportunicarsevilla.com,0.3564,NIC,0.103,0.7364,low,lexical+cse
pbpai.xyz,pbpai.xyz,0.3036,SBI,0.1727,0.5,low,lexical+cse
isilegacytrainingclinic.com,isilegacytrainingclinic.com,0.3453,NIC,0.1014,0.7111,low,lexical+cse
oxlvb8.icu,oxlvb8.icu,0.3199,NIC,0.1998,0.5,low,lexical+cse
airplanecatchronicles.org,airplanecatchronicles.org,0.3503,NIC,0.1039,0.72,low,lexical+cse
nairenis.click,nairenis.click,0.3117,Airtel,0.1861,0.5,low,lexical+cse
secret-clinic.com,secret-clinic.com,0.3636,NIC,0.0884,0.7765,low,lexical+cse
zevertvertigoclinic.com,zevertvertigoclinic.com,0.3509,NIC,0.0978,0.7304,low,lexical+cse
q4ngtk.icu,q4ngtk.icu,0.3045,NIC,0.1998,0.4615,low,lexical+cse
suncle.top,suncle.top,0.3107,PNB,0.1845,0.5,low,lexical+cse
er-pa.xyz,er-pa.xyz,0.3096,SBI,0.1826,0.5,low,lexical+cse
vibron.click,vibron.click,0.3112,IOCL,0.1853,0.5,low,lexical+cse
3kx2goc1.icu,3kx2goc1.icu,0.3154,NIC,0.2293,0.4444,low,lexical+cse
koach.xyz,koach.xyz,0.3207,NIC,0.1789,0.5333,low,lexical+cse
mechanicsbankfraud.com,mechanicsbankfraud.com,0.3573,NIC,0.1046,0.7364,low,lexical+cse
78nxcn.icu,78nxcn.icu,0.3069,NIC,0.2038,0.4615,low,lexical+cse
farmakeiosalonica.com,farmakeiosalonica.com,0.3532,NIC,0.0935,0.7429,low,lexical+cse
gori8t.icu,gori8t.icu,0.3165,NIC,0.1942,0.5,low,lexical+cse
df4wa12c.top,df4wa12c.top,0.3004,HDFC,0.234,0.4,low,lexical+cse
hairdensityclinic.info,hairdensityclinic.info,0.3536,NIC,0.0984,0.7364,low,lexical+cse
organicfertiliser.cymru,organicfertiliser.cymru,0.3549,NIC,0.1046,0.7304,low,lexical+cse
venusbim.com,venusbim.com,0.3873,SBI,0.0789,0.85,low,lexical+cse
sonic88i.rest,sonic88i.rest,0.3922,NIC,0.0998,0.8308,low,lexical+cse
champsbistroandbar.com,champsbistroandbar.com,0.3548,SBI,0.1005,0.7364,low,lexical+cse
rosemaryclinic.com,rosemaryclinic.com,0.3597,NIC,0.0883,0.7667,low,lexical+cse
c4-communications.org,c4-communications.org,0.3632,NIC,0.1101,0.7429,low,lexical+cse
plunet.top,plunet.top,0.304,PNB,0.1733,0.5,low,lexical+cse
yuzutonic.com,yuzutonic.com,0.3774,NIC,0.0752,0.8308,low,lexical+cse
nomisbi.com,nomisbi.com,0.3871,SBI,0.0633,0.8727,low,lexical+cse
gkyn1435.icu,gkyn1435.icu,0.3083,NIC,0.2471,0.4,low,lexical+cse
hwymdgeu.click,hwymdgeu.click,0.3016,HDFC,0.1997,0.4545,low,lexical+cse
shanliang264.top,shanliang264.top,0.3016,IOCL,0.2361,0.4,low,lexical+cse
boboremomo.com,boboremomo.com,0.3591,BoB,0.0557,0.8143,low,lexical+cse
dblair.life,dblair.life,0.3077,SBI,0.0684,0.6667,low,lexical+cse
seesbi.com,seesbi.com,0.3973,SBI,0.0622,0.9,low,lexical+cse
clinicaai.com,clinicaai.com,0.3703,NIC,0.0633,0.8308,low,lexical+cse
monicafreitas.com,monicafreitas.com,0.3634,NIC,0.088,0.7765,low,lexical+cse
sonicmarble.xyz,sonicmarble.xyz,0.4447,NIC,0.2079,0.8,low,lexical+cse
kmart-tienich.online,kmart-tienich.online,0.36,NIC,0.1,0.75,low,lexical+cse
usbing3.asia,usbing3.asia,0.3896,SBI,0.0826,0.85,low,lexical+cse
professionalfitnessguide.xyz,professionalfitnessguide.xyz,0.3094,SBI,0.2274,0.4324,low,lexical+cse
eppai.xyz,eppai.xyz,0.3036,SBI,0.1727,0.5,low,lexical+cse
bigbanghawking.com,bigbanghawking.com,0.3013,BoB,0.0883,0.6207,low,lexical+cse
viniciusamorimlandim.space,viniciusamorimlandim.space,0.349,NIC,0.1048,0.7154,low,lexical+cse
bobracon.com,bobracon.com,0.3778,BoB,0.0631,0.85,low,lexical+cse
javatech.in.net,javatech.in.net,0.313,NIC,0.2042,0.4762,low,lexical+cse
veniceesports-my.com,veniceesports-my.com,0.3606,NIC,0.101,0.75,low,lexical+cse
kimochisl.xyz,kimochisl.xyz,0.3052,IOCL,0.195,0.4706,low,lexical+cse
ukng4m.icu,ukng4m.icu,0.3011,NIC,0.1942,0.4615,low,lexical+cse
clinica01.shop,clinica01.shop,0.3903,NIC,0.1077,0.8143,low,lexical+cse
gameroutes.click,gameroutes.click,0.3047,Airtel,0.2048,0.4545,low,lexical+cse
blustarcommunications.com,blustarcommunications.com,0.349,NIC,0.1016,0.72,low,lexical+cse
woshi.life,woshi.life,0.323,SBI,0.0678,0.7059,low,lexical+cse
o9cev6qp.icu,o9cev6qp.icu,0.3075,NIC,0.2162,0.4444,low,lexical+cse
andoversleepclinic.com,andoversleepclinic.com,0.3542,NIC,0.0995,0.7364,low,lexical+cse
hawksbill.dev,hawksbill.dev,0.3826,SBI,0.0839,0.8308,low,lexical+cse
nicovasquezdjs.com,nicovasquezdjs.com,0.366,NIC,0.0989,0.7667,low,lexical+cse
1900mineral.top,1900mineral.top,0.3011,PNB,0.2479,0.381,low,lexical+cse
la0hnt.icu,la0hnt.icu,0.3045,NIC,0.1998,0.4615,low,lexical+cse
nicolop.com,nicolop.com,0.3859,NIC,0.0614,0.8727,low,lexical+cse
03i4gv.info,03i4gv.info,0.3048,NIC,0.1158,0.5882,low,lexical+cse
bobcathire.online,bobcathire.online,0.3634,BoB,0.088,0.7765,low,lexical+cse
fejg41.top,fejg41.top,0.3068,HDFC,0.2151,0.4444,low,lexical+cse
hydroponicseedpods.com,hydroponicseedpods.com,0.3518,NIC,0.0954,0.7364,low,lexical+cse
0bvny4.icu,0bvny4.icu,0.3136,NIC,0.2151,0.4615,low,lexical+cse
theclinicalcode.com,theclinicalcode.com,0.356,NIC,0.0881,0.7579,low,lexical+cse
inflodominicana.com,inflodominicana.com,0.3523,NIC,0.0818,0.7579,low,lexical+cse
bigsiporganicblends.com,bigsiporganicblends.com,0.3549,NIC,0.1046,0.7304,low,lexical+cse
lumoratechnicalservices.com,lumoratechnicalservices.com,0.35,NIC,0.1092,0.7111,low,lexical+cse
winnible.top,winnible.top,0.3017,IOCL,0.1853,0.4762,low,lexical+cse
melhordoeletronico.com,melhordoeletronico.com,0.349,NIC,0.0907,0.7364,low,lexical+cse
biay.top,biay.top,0.317,SBI,0.1728,0.5333,low,lexical+cse
goaldriven.in.net,goaldriven.in.net,0.3387,NIC,0.2167,0.5217,low,lexical+cse
cicaraclinic.com,cicaraclinic.com,0.3561,NIC,0.0685,0.7875,low,lexical+cse
onlineshopper.us.com,onlineshopper.us.com,0.3312,SBI,0.2301,0.4828,low,lexical+cse
halfmoonorganics.com,halfmoonorganics.com,0.3557,NIC,0.0928,0.75,low,lexical+cse
hairdensityclinic.online,hairdensityclinic.online,0.3489,NIC,0.0982,0.725,low,lexical+cse
ido-pro.click,ido-pro.click,0.3023,IOCL,0.19,0.4706,low,lexical+cse
klubnichnaya1.online,klubnichnaya1.online,0.3626,NIC,0.1044,0.75,low,lexical+cse
aloratravel.xyz,aloratravel.xyz,0.3053,Airtel,0.1914,0.4762,low,lexical+cse
verityphotonics.com,verityphotonics.com,0.3607,NIC,0.0959,0.7579,low,lexical+cse
menopauseclinic.club,menopauseclinic.club,0.3567,NIC,0.0945,0.75,low,lexical+cse
coe.in.net,coe.in.net,0.304,NIC,0.1733,0.5,low,lexical+cse
obsidiancrest.top,obsidiancrest.top,0.3061,IOCL,0.2024,0.4615,low,lexical+cse
6pedn9.icu,6pedn9.icu,0.3136,NIC,0.2151,0.4615,low,lexical+cse
varahiorganics.store,varahiorganics.store,0.3561,NIC,0.0935,0.75,low,lexical+cse
masterpay.in.net,masterpay.in.net,0.3006,SBI,0.2112,0.4348,low,lexical+cse
1a2ngs.icu,1a2ngs.icu,0.3136,NIC,0.2151,0.4615,low,lexical+cse
ugcwithbobc.store,ugcwithbobc.store,0.3654,BoB,0.0913,0.7765,low,lexical+cse
planishranezatrudnice.com,planishranezatrudnice.com,0.3549,NIC,0.1115,0.72,low,lexical+cse
mansourheartclinic.com,mansourheartclinic.com,0.3548,NIC,0.1005,0.7364,low,lexical+cse
bainian515.top,bainian515.top,0.3421,IOCL,0.2223,0.5217,low,lexical+cse
trustsbi.com,trustsbi.com,0.3845,SBI,0.0742,0.85,low,lexical+cse
gasbi-joux.art,gasbi-joux.art,0.3811,SBI,0.0923,0.8143,low,lexical+cse
vpainclinic.com,vpainclinic.com,0.3651,NIC,0.0752,0.8,low,lexical+cse
zhanqian.top,zhanqian.top,0.3017,IOCL,0.1853,0.4762,low,lexical+cse
3veo4v.icu,3veo4v.icu,0.3257,NIC,0.2094,0.5,low,lexical+cse
ionic-car.com,ionic-car.com,0.3761,NIC,0.073,0.8308,low,lexical+cse
mzgeotechnics.com,mzgeotechnics.com,0.3627,NIC,0.0868,0.7765,low,lexical+cse
omnicomprensivolarino-shop.com,omnicomprensivolarino-shop.com,0.3482,NIC,0.1137,0.7,low,lexical+cse
andonicinsight.com,andonicinsight.com,0.359,NIC,0.0871,0.7667,low,lexical+cse
donebeingtheniceguy.com,donebeingtheniceguy.com,0.352,NIC,0.0997,0.7304,low,lexical+cse
thatwouldbenice.org,thatwouldbenice.org,0.3649,NIC,0.1029,0.7579,low,lexical+cse
kinbobd.store,kinbobd.store,0.38,BoB,0.0795,0.8308,low,lexical+cse
halosbio.com,halosbio.com,0.3835,SBI,0.0724,0.85,low,lexical+cse
firedamagerestorationsantamonica.shop,firedamagerestorationsantamonica.shop,0.3459,NIC,0.1225,0.6811,low,lexical+cse
irrian.icu,irrian.icu,0.3099,IOCL,0.1656,0.5263,low,lexical+cse
cleveland-clinic.help,cleveland-clinic.help,0.3533,NIC,0.0935,0.7429,low,lexical+cse
5hgwjv.icu,5hgwjv.icu,0.3199,NIC,0.1998,0.5,low,lexical+cse
hktraders.top,hktraders.top,0.3049,HDFC,0.1907,0.4762,low,lexical+cse
kolesnicaauto.online,kolesnicaauto.online,0.3544,NIC,0.0907,0.75,low,lexical+cse
clinicaalfonsogrijalvo.com,clinicaalfonsogrijalvo.com,0.3478,NIC,0.1028,0.7154,low,lexical+cse
bobomanagement.com,bobomanagement.com,0.3552,BoB,0.0809,0.7667,low,lexical+cse
aibarturkiye.xyz,aibarturkiye.xyz,0.3005,Airtel,0.1978,0.4545,low,lexical+cse
nni38637.icu,nni38637.icu,0.3077,NIC,0.2462,0.4,low,lexical+cse
venicegifts.com,venicegifts.com,0.3713,NIC,0.0855,0.8,low,lexical+cse
7jxznn.icu,7jxznn.icu,0.3011,NIC,0.1942,0.4615,low,lexical+cse
hebeorganicskincare.com,hebeorganicskincare.com,0.3529,NIC,0.1012,0.7304,low,lexical+cse
yakuttesbih.com,yakuttesbih.com,0.3758,SBI,0.093,0.8,low,lexical+cse
godent.clinic,godent.clinic,0.3774,NIC,0.0752,0.8308,low,lexical+cse
c2x.online,c2x.online,0.3025,SBI,0.0831,0.6316,low,lexical+cse
bobstudio.xyz,bobstudio.xyz,0.4467,BoB,0.1907,0.8308,low,lexical+cse
pingans.top,pingans.top,0.3077,IOCL,0.1796,0.5,low,lexical+cse
sespviral.xyz,sespviral.xyz,0.317,SBI,0.195,0.5,low,lexical+cse
osgbv42p801.xyz,osgbv42p801.xyz,0.303,SBI,0.2626,0.3636,low,lexical+cse
medianovnov.click,medianovnov.click,0.3041,IOCL,0.1991,0.4615,low,lexical+cse
carniceriacarasatorre.com,carniceriacarasatorre.com,0.3416,NIC,0.0893,0.72,low,lexical+cse
news2.top,news2.top,0.3307,PNB,0.1956,0.5333,low,lexical+cse
bobelong.com,bobelong.com,0.3806,BoB,0.0677,0.85,low,lexical+cse
ahsdfz.click,ahsdfz.click,0.354,HDFC,0.19,0.6,low,lexical+cse
bkie9.xyz,bkie9.xyz,0.3174,SBI,0.1956,0.5,low,lexical+cse
o4v58i.info,o4v58i.info,0.3017,NIC,0.1107,0.5882,low,lexical+cse
185lci2.uk.com,185lci2.uk.com,0.3069,ICICI,0.2551,0.3846,low,lexical+cse
ntalneif.top,ntalneif.top,0.3017,SBI,0.1853,0.4762,low,lexical+cse
eva.in.net,eva.in.net,0.304,NIC,0.1733,0.5,low,lexical+cse
abbotsfordmobilemechanics.com,abbotsfordmobilemechanics.com,0.3494,NIC,0.1133,0.7034,low,lexical+cse
nicame.space,nicame.space,0.3817,NIC,0.0695,0.85,low,lexical+cse
adresthelock.xyz,adresthelock.xyz,0.3068,Airtel,0.2083,0.4545,low,lexical+cse
yingba4w9sn.top,yingba4w9sn.top,0.3023,IOCL,0.226,0.4167,low,lexical+cse
c5pbne.top,c5pbne.top,0.3165,PNB,0.1942,0.5,low,lexical+cse
nsvnx.icu,nsvnx.icu,0.3036,NIC,0.1727,0.5,low,lexical+cse
epggsbi.icu,epggsbi.icu,0.4568,SBI,0.1796,0.8727,medium,lexical+cse
bobbybuffaloboy.com,bobbybuffaloboy.com,0.3493,BoB,0.0769,0.7579,low,lexical+cse
690n.top,690n.top,0.3083,PNB,0.2282,0.4286,low,lexical+cse
clinicnav.net,clinicnav.net,0.3739,NIC,0.0693,0.8308,low,lexical+cse
qiuxiang155.top,qiuxiang155.top,0.3066,IOCL,0.2332,0.4167,low,lexical+cse
nice-mimizy.buzz,nice-mimizy.buzz,0.4322,NIC,0.1953,0.7875,low,lexical+cse
01yun.icu,01yun.icu,0.3236,NIC,0.206,0.5,low,lexical+cse
nicki0.net,nicki0.net,0.4065,NIC,0.0774,0.9,low,lexical+cse
stockvix.in.net,stockvix.in.net,0.3152,NIC,0.2079,0.4762,low,lexical+cse
bobpacko.com,bobpacko.com,0.3778,BoB,0.0631,0.85,low,lexical+cse
bitdirect.xyz,bitdirect.xyz,0.3477,ICICI,0.1907,0.5833,low,lexical+cse
pornsxlise.click,pornsxlise.click,0.3107,SBI,0.1978,0.48,low,lexical+cse
bitoe.xyz,bitoe.xyz,0.3073,SBI,0.1789,0.5,low,lexical+cse
versionic.com,versionic.com,0.3774,NIC,0.0752,0.8308,low,lexical+cse
botanicbio.com,botanicbio.com,0.3683,NIC,0.071,0.8143,low,lexical+cse
naillaserclinic.online,naillaserclinic.online,0.3447,NIC,0.0835,0.7364,low,lexical+cse
biggie-private.xyz,biggie-private.xyz,0.3176,SBI,0.2094,0.48,low,lexical+cse
f6gbob.info,f6gbob.info,0.3955,BoB,0.0774,0.8727,low,lexical+cse
shanliang286.top,shanliang286.top,0.3016,IOCL,0.2361,0.4,low,lexical+cse
titianicp.world,titianicp.world,0.3704,NIC,0.0841,0.8,low,lexical+cse
ntey34m9.icu,ntey34m9.icu,0.3004,NIC,0.234,0.4,low,lexical+cse
codalife.xyz,codalife.xyz,0.3168,HDFC,0.1947,0.5,low,lexical+cse
dermaxlaserclinic.com,dermaxlaserclinic.com,0.3549,NIC,0.0962,0.7429,low,lexical+cse
adnicoventures.com,adnicoventures.com,0.3641,NIC,0.0958,0.7667,low,lexical+cse
1444scenicavenue.com,1444scenicavenue.com,0.3766,NIC,0.1276,0.75,low,lexical+cse
plugsonic.info,plugsonic.info,0.374,NIC,0.0805,0.8143,low,lexical+cse
senicview.com,senicview.com,0.3774,NIC,0.0752,0.8308,low,lexical+cse
zoemonichetti.photography,zoemonichetti.photography,0.3508,NIC,0.1047,0.72,low,lexical+cse
joio-communication.com,joio-communication.com,0.3485,NIC,0.09,0.7364,low,lexical+cse
3nj45o.icu,3nj45o.icu,0.3228,NIC,0.2303,0.4615,low,lexical+cse
6o46cv.info,6o46cv.info,0.3017,NIC,0.1107,0.5882,low,lexical+cse
onlyqqbest.click,onlyqqbest.click,0.3128,SBI,0.2013,0.48,low,lexical+cse
bridgeandtonic.com,bridgeandtonic.com,0.3622,NIC,0.0926,0.7667,low,lexical+cse
aculinic.com,aculinic.com,0.3806,NIC,0.0677,0.85,low,lexical+cse
visionbynicole.com,visionbynicole.com,0.359,NIC,0.0871,0.7667,low,lexical+cse
statustechnical.com,statustechnical.com,0.3583,NIC,0.0918,0.7579,low,lexical+cse
niceshirtstowear.com,niceshirtstowear.com,0.3574,NIC,0.0956,0.75,low,lexical+cse
bestdoubleglazing.uk.com,bestdoubleglazing.uk.com,0.3129,BoB,0.2549,0.4,low,lexical+cse
supersonicgtm.com,supersonicgtm.com,0.3654,NIC,0.0913,0.7765,low,lexical+cse
cicai.xyz,cicai.xyz,0.3284,ICICI,0.1664,0.5714,low,lexical+cse
unicloud8.vip,unicloud8.vip,0.3874,NIC,0.0918,0.8308,low,lexical+cse
pbgloa6q.icu,pbgloa6q.icu,0.3025,NIC,0.2078,0.4444,low,lexical+cse
n193.top,n193.top,0.3083,PNB,0.2282,0.4286,low,lexical+cse
vibroxs.click,vibroxs.click,0.3026,IOCL,0.1907,0.4706,low,lexical+cse
nicholasks.online,nicholasks.online,0.3607,NIC,0.0835,0.7765,low,lexical+cse
nicholledge.com,nicholledge.com,0.369,NIC,0.0817,0.8,low,lexical+cse
nicheblogsphere.com,nicheblogsphere.com,0.3607,NIC,0.0959,0.7579,low,lexical+cse
minorx.click,minorx.click,0.3112,IOCL,0.1853,0.5,low,lexical+cse
glimors.click,glimors.click,0.3,IOCL,0.1863,0.4706,low,lexical+cse
x16necyk.top,x16necyk.top,0.3103,PNB,0.2209,0.4444,low,lexical+cse
01qnw0.icu,01qnw0.icu,0.3194,NIC,0.2247,0.4615,low,lexical+cse
iwrkcj.top,iwrkcj.top,0.3241,IRCTC,0.1845,0.5333,low,lexical+cse
niclasmiller.com,niclasmiller.com,0.3641,NIC,0.0818,0.7875,low,lexical+cse
fancyveronica.com,fancyveronica.com,0.3627,NIC,0.0868,0.7765,low,lexical+cse
anefisu.top,anefisu.top,0.3021,PNB,0.1898,0.4706,low,lexical+cse
wnnne.top,wnnne.top,0.3118,PNB,0.164,0.5333,low,lexical+cse
shanliang298.top,shanliang298.top,0.3016,IOCL,0.2361,0.4,low,lexical+cse
countins.xyz,countins.xyz,0.3045,SBI,0.19,0.4762,low,lexical+cse
tonicncloth.makeup,tonicncloth.makeup,0.3641,NIC,0.0958,0.7667,low,lexical+cse
slotakuratnice.com,slotakuratnice.com,0.3641,NIC,0.0958,0.7667,low,lexical+cse
zscalerdr.xyz,zscalerdr.xyz,0.3144,SBI,0.1907,0.5,low,lexical+cse
kingmechanicalct.com,kingmechanicalct.com,0.3557,NIC,0.0928,0.75,low,lexical+cse
bodyscribeclinic.com,bodyscribeclinic.com,0.355,NIC,0.0917,0.75,low,lexical+cse
edeniclegacyinstitute.org,edeniclegacyinstitute.org,0.3508,NIC,0.1047,0.72,low,lexical+cse
electronicszone.pro,electronicszone.pro,0.3565,NIC,0.0889,0.7579,low,lexical+cse
nostrcard.xyz,nostrcard.xyz,0.317,SBI,0.195,0.5,low,lexical+cse
gky2vk20.icu,gky2vk20.icu,0.3126,NIC,0.2246,0.4444,low,lexical+cse
giggenic.live,giggenic.live,0.3703,NIC,0.0633,0.8308,low,lexical+cse
foi.in.net,foi.in.net,0.304,NIC,0.1733,0.5,low,lexical+cse
onlyrunners.xyz,onlyrunners.xyz,0.3149,SBI,0.1914,0.5,low,lexical+cse
1otvmu.icu,1otvmu.icu,0.3165,NIC,0.1942,0.5,low,lexical+cse
iniciorenovabe.com,iniciorenovabe.com,0.3571,NIC,0.084,0.7667,low,lexical+cse
electroniccash.org,electroniccash.org,0.3615,NIC,0.0915,0.7667,low,lexical+cse
wildbotanicals.online,wildbotanicals.online,0.3536,NIC,0.0942,0.7429,low,lexical+cse
umraniyebobinaj.com,umraniyebobinaj.com,0.3596,BoB,0.0941,0.7579,low,lexical+cse
d6e7f8g.top,d6e7f8g.top,0.3076,HDFC,0.232,0.4211,low,lexical+cse
424n.top,424n.top,0.3041,PNB,0.2211,0.4286,low,lexical+cse
allisonnicolecreative.com,allisonnicolecreative.com,0.348,NIC,0.0999,0.72,low,lexical+cse
kannice.com,kannice.com,0.3902,NIC,0.0684,0.8727,low,lexical+cse
inceptive-mechatronics.com,inceptive-mechatronics.com,0.3523,NIC,0.1103,0.7154,low,lexical+cse
showgenic.com,showgenic.com,0.38,NIC,0.0795,0.8308,low,lexical+cse
hunters-of-brora.uk.com,hunters-of-brora.uk.com,0.3128,BoB,0.2547,0.4,low,lexical+cse
life35.xyz,life35.xyz,0.3173,SBI,0.2151,0.4706,low,lexical+cse
35648.online,35648.online,0.3152,SBI,0.1444,0.5714,low,lexical+cse
godiotrio.in.net,godiotrio.in.net,0.3027,NIC,0.2015,0.4545,low,lexical+cse
bellavidaorganicbeauty.com,bellavidaorganicbeauty.com,0.3537,NIC,0.1125,0.7154,low,lexical+cse
ovgk8g.icu,ovgk8g.icu,0.3165,NIC,0.1942,0.5,low,lexical+cse
sctbc0f3e1p.xyz,sctbc0f3e1p.xyz,0.324,SBI,0.237,0.4545,low,lexical+cse
cura-clinic.info,cura-clinic.info,0.3655,NIC,0.0842,0.7875,low,lexical+cse
1gddvc.icu,1gddvc.icu,0.3131,NIC,0.1886,0.5,low,lexical+cse
gky4od62.icu,gky4od62.icu,0.3182,NIC,0.234,0.4444,low,lexical+cse
n46kh0.icu,n46kh0.icu,0.3228,NIC,0.2303,0.4615,low,lexical+cse
chronicchills.com,chronicchills.com,0.3574,NIC,0.0781,0.7765,low,lexical+cse
yifanicc.xyz,yifanicc.xyz,0.4484,NIC,0.1806,0.85,low,lexical+cse
asdfgl.click,asdfgl.click,0.3112,HDFC,0.1853,0.5,low,lexical+cse
nic-os.com,nic-os.com,0.3995,NIC,0.0659,0.9,low,lexical+cse
tiket-kapal.xyz,tiket-kapal.xyz,0.302,SBI,0.2003,0.4545,low,lexical+cse
olficl.icu,olficl.icu,0.3139,ICICI,0.1677,0.5333,low,lexical+cse
579n.top,579n.top,0.3083,PNB,0.2282,0.4286,low,lexical+cse
hnbae.icu,hnbae.icu,0.3073,NIC,0.1789,0.5,low,lexical+cse
monicabelluci.com,monicabelluci.com,0.3607,NIC,0.0835,0.7765,low,lexical+cse
tecoachoutletonline24.us.com,tecoachoutletonline24.us.com,0.3158,SBI,0.2741,0.3784,low,lexical+cse
ngcge3.top,ngcge3.top,0.3165,PNB,0.1942,0.5,low,lexical+cse
chroniclesafrica.com,chroniclesafrica.com,0.3557,NIC,0.0928,0.75,low,lexical+cse
inicialmeiweb.com,inicialmeiweb.com,0.3594,NIC,0.0814,0.7765,low,lexical+cse
scclinicandacademy.xyz,scclinicandacademy.xyz,0.4184,NIC,0.2065,0.7364,low,lexical+cse
gi220n.icu,gi220n.icu,0.316,NIC,0.2191,0.4615,low,lexical+cse
residentialmoversbirmingham.com,residentialmoversbirmingham.com,0.3494,SBI,0.1177,0.6968,low,lexical+cse
nextvisionbd.xyz,nextvisionbd.xyz,0.3026,PNB,0.2013,0.4545,low,lexical+cse
nicodemuskesselring.com,nicodemuskesselring.com,0.3529,NIC,0.1012,0.7304,low,lexical+cse
2bov63.info,2bov63.info,0.3048,NIC,0.1158,0.5882,low,lexical+cse
51gv8z.info,51gv8z.info,0.3078,NIC,0.1209,0.5882,low,lexical+cse
organicnatura.com,organicnatura.com,0.3607,NIC,0.0835,0.7765,low,lexical+cse
erostunica.com,erostunica.com,0.3764,NIC,0.0845,0.8143,low,lexical+cse
nakaelectronicabackend.com,nakaelectronicabackend.com,0.3475,NIC,0.1022,0.7154,low,lexical+cse
windtriumpharena.click,windtriumpharena.click,0.3107,IOCL,0.2167,0.4516,low,lexical+cse
5n4bvw.icu,5n4bvw.icu,0.3136,NIC,0.2151,0.4615,low,lexical+cse
medicallongevityclinics.com,medicallongevityclinics.com,0.3487,NIC,0.1071,0.7111,low,lexical+cse
audacitycomunicacion.com,audacitycomunicacion.com,0.3445,NIC,0.0908,0.725,low,lexical+cse
959ne.top,959ne.top,0.347,PNB,0.2227,0.5333,low,lexical+cse
bank-sbi.com,bank-sbi.com,0.3896,SBI,0.0826,0.85,low,lexical+cse
recombobulator.space,recombobulator.space,0.3567,BoB,0.0945,0.75,low,lexical+cse
15knxi.icu,15knxi.icu,0.3103,NIC,0.2094,0.4615,low,lexical+cse
usstocksdirect.top,usstocksdirect.top,0.3121,ICICI,0.1983,0.4828,low,lexical+cse
my-veniceesport.com,my-veniceesport.com,0.3629,NIC,0.0996,0.7579,low,lexical+cse
smpolytechnic.org,smpolytechnic.org,0.3694,NIC,0.0979,0.7765,low,lexical+cse
currentmechanicalservices.site,currentmechanicalservices.site,0.3448,NIC,0.1081,0.7,low,lexical+cse
papagenics.com,papagenics.com,0.374,NIC,0.0805,0.8143,low,lexical+cse
5tn8fe.icu,5tn8fe.icu,0.3136,NIC,0.2151,0.4615,low,lexical+cse
carnicosjoba.com,carnicosjoba.com,0.3633,NIC,0.0805,0.7875,low,lexical+cse
shanliang312.top,shanliang312.top,0.3016,IOCL,0.2361,0.4,low,lexical+cse
n317.top,n317.top,0.3083,PNB,0.2282,0.4286,low,lexical+cse
rabitchronic.store,rabitchronic.store,0.3597,NIC,0.0883,0.7667,low,lexical+cse
40m.online,40m.online,0.3116,SBI,0.0983,0.6316,low,lexical+cse
m6nsw7.icu,m6nsw7.icu,0.3136,NIC,0.2151,0.4615,low,lexical+cse
greennicedragon.com,greennicedragon.com,0.3547,NIC,0.0859,0.7579,low,lexical+cse
vmc.in.net,vmc.in.net,0.3074,NIC,0.1789,0.5,low,lexical+cse
iniciopg.site,iniciopg.site,0.3748,NIC,0.0709,0.8308,low,lexical+cse
mandiradansoyle.xyz,mandiradansoyle.xyz,0.3242,IOCL,0.207,0.5,low,lexical+cse
fnxdme.top,fnxdme.top,0.3107,PNB,0.1845,0.5,low,lexical+cse
communichain.pro,communichain.pro,0.3649,NIC,0.0832,0.7875,low,lexical+cse
zolminareta.click,zolminareta.click,0.3061,SBI,0.2024,0.4615,low,lexical+cse
agradebobcats.online,agradebobcats.online,0.3584,BoB,0.0973,0.75,low,lexical+cse
98win10.cn.com,98win10.cn.com,0.3045,ICICI,0.2511,0.3846,low,lexical+cse
bobet-casino-it.com,bobet-casino-it.com,0.3616,BoB,0.0974,0.7579,low,lexical+cse
bobbycoffey.com,bobbycoffey.com,0.3606,BoB,0.0677,0.8,low,lexical+cse
nicholastonazzi.com,nicholastonazzi.com,0.3571,NIC,0.09,0.7579,low,lexical+cse
sanity-1762160761.clinic,sanity-1762160761.clinic,0.4013,NIC,0.1855,0.725,low,lexical+cse
lightning-photonics.com,lightning-photonics.com,0.3531,NIC,0.1015,0.7304,low,lexical+cse
beautyisorganic.com,beautyisorganic.com,0.3631,NIC,0.1,0.7579,low,lexical+cse
essentialoilsbible.com,essentialoilsbible.com,0.35,SBI,0.0925,0.7364,low,lexical+cse
nigellaorganic.com,nigellaorganic.com,0.3585,NIC,0.0864,0.7667,low,lexical+cse
altusbiz.com,altusbiz.com,0.3901,SBI,0.0836,0.85,low,lexical+cse
yasuragi-clinic.com,yasuragi-clinic.com,0.3623,NIC,0.0985,0.7579,low,lexical+cse
nicnamestest.xyz,nicnamestest.xyz,0.4337,NIC,0.1978,0.7875,low,lexical+cse
municipalactioncenter.org,municipalactioncenter.org,0.3503,NIC,0.1039,0.72,low,lexical+cse
kimdesigncommunications.com,kimdesigncommunications.com,0.3465,NIC,0.1034,0.7111,low,lexical+cse
goodchange.in.net,goodchange.in.net,0.302,NIC,0.2134,0.4348,low,lexical+cse
deg8.top,deg8.top,0.3147,HDFC,0.1912,0.5,low,lexical+cse
